u69,(p150,0.07062146892655369)
u69,(p139,0.07062146892655369)
u69,(p178,0.07062146892655369)
u69,(p179,0.07062146892655369)
u69,(p209,0.07062146892655367)
u69,(p138,0.07062146892655367)
u69,(p151,0.07062146892655367)
u69,(p210,0.07062146892655367)
u69,(p218,0.07062146892655367)
u69,(p179,0.06779661016949153)
u69,(p209,0.06779661016949151)
u69,(p150,0.06779661016949151)
u69,(p138,0.06779661016949151)
u69,(p151,0.06779661016949151)
u69,(p139,0.06779661016949151)
u69,(p210,0.06779661016949151)
u69,(p178,0.06779661016949151)
u69,(p218,0.06779661016949151)
u69,(p153,0.047619047619047616)
u69,(p159,0.047619047619047616)
u69,(p212,0.047619047619047616)
u69,(p181,0.047619047619047616)
u69,(p197,0.009545020680878145)
u69,(p197,0.005259063118774692)
u69,(p230,0.0041928721174004195)
u69,(p232,0.0035938903863432176)
u69,(p193,0.0020447110141766627)
u69,(p192,0.0019370946450094704)
u69,(p195,5.965637925548839E-4)
u69,(p196,5.965637925548839E-4)
u69,(p192,5.023695095199021E-4)
u69,(p195,3.286914449234181E-4)
u69,(p196,3.286914449234181E-4)
u69,(p192,2.767927957249836E-4)
u11,(p124,0.9478672985781991)
u11,(p124,0.005883314267037098)
u11,(p197,0.0041471469165194706)
u11,(p124,0.0034343018064427505)
u11,(p197,0.0024208385784835877)
u11,(p193,4.741358873453131E-4)
u11,(p192,4.4918136695871775E-4)
u11,(p195,2.591966822824668E-4)
u11,(p196,2.591966822824668E-4)
u11,(p192,2.182708903431299E-4)
u11,(p195,1.5130241115522417E-4)
u11,(p196,1.5130241115522417E-4)
u11,(p192,1.2741255676229402E-4)
u2,(p96,0.1388888888888889)
u2,(p40,0.1388888888888889)
u2,(p64,0.1388888888888889)
u2,(p66,0.1388888888888889)
u2,(p68,0.1388888888888889)
u2,(p101,0.1388888888888889)
u2,(p69,0.1388888888888889)
u2,(p103,0.1388888888888889)
u2,(p105,0.1388888888888889)
u2,(p31,0.1388888888888889)
u2,(p32,0.1388888888888889)
u2,(p36,0.1388888888888889)
u2,(p38,0.1388888888888889)
u2,(p59,0.1388888888888889)
u2,(p97,0.13888888888888887)
u2,(p99,0.13888888888888887)
u2,(p43,0.13888888888888887)
u2,(p60,0.13888888888888887)
u2,(p62,0.13888888888888887)
u2,(p108,0.13888888888888887)
u2,(p34,0.13888888888888887)
u2,(p70,0.13888888888888887)
u2,(p179,0.023540489642184564)
u2,(p150,0.02354048964218456)
u2,(p139,0.02354048964218456)
u2,(p178,0.02354048964218456)
u2,(p209,0.023540489642184557)
u2,(p138,0.023540489642184557)
u2,(p151,0.023540489642184557)
u2,(p210,0.023540489642184557)
u2,(p218,0.023540489642184557)
u2,(p193,0.0044611876672945375)
u2,(p192,0.0042263883163843)
u2,(p124,0.0019611047556790328)
u2,(p197,0.0013823823055064903)
u2,(p193,8.902143190973225E-4)
u2,(p192,8.433609338816742E-4)
u2,(p193,6.815703380588876E-4)
u2,(p192,6.456982150031568E-4)
u2,(p195,8.63988940941556E-5)
u2,(p196,8.63988940941556E-5)
u2,(p192,7.275696344770996E-5)
u3,(p124,0.011766628534074196)
u3,(p197,0.008294293833038941)
u3,(p195,5.183933645649336E-4)
u3,(p196,5.183933645649336E-4)
u3,(p192,4.365417806862598E-4)
u4,(p193,0.833333333333333)
u4,(p192,0.5921052631578947)
u4,(p40,0.16666666666666666)
u4,(p64,0.16666666666666666)
u4,(p66,0.16666666666666666)
u4,(p101,0.16666666666666666)
u4,(p103,0.16666666666666666)
u4,(p105,0.16666666666666666)
u4,(p36,0.16666666666666666)
u4,(p38,0.16666666666666666)
u4,(p96,0.16666666666666663)
u4,(p97,0.16666666666666663)
u4,(p99,0.16666666666666663)
u4,(p43,0.16666666666666663)
u4,(p60,0.16666666666666663)
u4,(p62,0.16666666666666663)
u4,(p68,0.16666666666666663)
u4,(p69,0.16666666666666663)
u4,(p108,0.16666666666666663)
u4,(p31,0.16666666666666663)
u4,(p32,0.16666666666666663)
u4,(p34,0.16666666666666663)
u4,(p70,0.16666666666666663)
u4,(p59,0.16666666666666663)
u4,(p197,0.12527839643652566)
u4,(p193,0.06543075245365321)
u4,(p192,0.06198702864030305)
u4,(p179,0.028248587570621472)
u4,(p150,0.02824858757062147)
u4,(p139,0.02824858757062147)
u4,(p178,0.02824858757062147)
u4,(p209,0.028248587570621465)
u4,(p138,0.028248587570621465)
u4,(p151,0.028248587570621465)
u4,(p210,0.028248587570621465)
u4,(p218,0.028248587570621465)
u4,(p193,0.024536532170119953)
u4,(p192,0.023245135740113644)
u4,(p193,0.019629225736095962)
u4,(p192,0.018596108592090915)
u4,(p195,0.00782989977728285)
u4,(p196,0.00782989977728285)
u4,(p192,0.0065935998124487145)
u4,(p193,0.0053534252007534444)
u4,(p192,0.005071665979661159)
u4,(p193,0.0025558887677208284)
u4,(p192,0.0024213683062618376)
u4,(p193,0.001780428638194645)
u4,(p192,0.0016867218677633483)
u4,(p124,0.0013737207225770999)
u4,(p197,9.683354313934349E-4)
u4,(p193,8.17884405670665E-4)
u4,(p192,7.74837858003788E-4)
u4,(p193,1.896543549381252E-4)
u4,(p192,1.7967254678348706E-4)
u4,(p195,6.0520964462089656E-5)
u4,(p196,6.0520964462089656E-5)
u4,(p192,5.09650227049176E-5)
u5,(p124,0.006868603612885501)
u5,(p197,0.004841677156967175)
u5,(p193,9.482717746906262E-4)
u5,(p192,8.983627339174355E-4)
u5,(p195,3.0260482231044835E-4)
u5,(p196,3.0260482231044835E-4)
u5,(p192,2.5482511352458803E-4)
u7,(p193,0.0025558887677208284)
u7,(p192,0.0024213683062618376)
u8,(p193,0.001780428638194645)
u8,(p192,0.0016867218677633483)
u9,(p124,0.005883314267037098)
u9,(p197,0.0041471469165194706)
u9,(p124,0.0034343018064427505)
u9,(p197,0.0024208385784835877)
u9,(p193,4.741358873453131E-4)
u9,(p192,4.4918136695871775E-4)
u9,(p195,2.591966822824668E-4)
u9,(p196,2.591966822824668E-4)
u9,(p192,2.182708903431299E-4)
u9,(p195,1.5130241115522417E-4)
u9,(p196,1.5130241115522417E-4)
u9,(p192,1.2741255676229402E-4)
